transaction_id,date,description,category,amount,transaction_type,balance,merchant,payment_method,financial_stress
788037c2-a16e-45f8-ad97-7268173cfe70,2023-04-05,Subscriptions,Subscriptions,60.59,debit,22708.66000000002,Streaming Service,Auto Debit,High
9d069d25-a532-4672-8f39-1b4503e6f26e,2023-04-05,Transport,Transport,22.34,debit,22686.32000000002,Uber,Debit Card,High
5c0da1d5-1caf-47b2-89c1-23c862b920b3,2023-04-06,Groceries,Groceries,108.63,debit,22577.69000000002,SuperMart,Credit Card,High
211511cf-b65d-4105-86e3-c6f9ea28f776,2023-04-06,Transport,Transport,41.93,debit,22535.76000000002,Uber,Debit Card,High
f139740e-38aa-4860-b6f8-68a24726b772,2023-04-07,Groceries,Groceries,20.35,debit,22515.41000000002,SuperMart,Debit Card,High
f7d47be3-68b8-4313-93a5-562f4714e375,2023-04-07,Groceries,Groceries,109.75,debit,22405.66000000002,SuperMart,Credit Card,High
168dc530-a586-4c39-b2cf-d499d30bd69b,2023-04-07,Dining,Dining,70.35,debit,22335.310000000023,Restaurant,UPI,High
4f5c9892-5069-453c-8e92-a0853f16f60f,2023-04-08,Dining,Dining,11.1,debit,22324.210000000025,Restaurant,Debit Card,High
f937ce36-0f73-4007-9680-6fe8c4070228,2023-04-08,Dining,Dining,32.59,debit,22291.620000000024,Restaurant,UPI,High
e852b595-3e56-44d6-b763-21d5efcaf6ad,2023-04-09,Shopping,Shopping,64.4,debit,22227.220000000023,Amazon,Credit Card,High
0fe18bc8-9ff5-4a53-af09-c35ab477a105,2023-04-09,Groceries,Groceries,38.68,debit,22188.540000000023,SuperMart,Debit Card,High
b7db8a51-32d2-43b3-9bbf-c64230594593,2023-04-09,EMI,EMI,807.88,debit,21380.66000000002,Bank Loan,Auto Debit,High
36c76293-a11e-4523-a215-f542a6b32381,2023-04-10,Groceries,Groceries,83.38,debit,21297.28000000002,SuperMart,Debit Card,High
f61c1364-1281-4d1b-897c-6bb416ffed2f,2023-04-10,Dining,Dining,32.24,debit,21265.04000000002,Restaurant,Debit Card,High
3abe3b07-91af-41ff-a6ab-2d4995de2dbe,2023-04-10,Shopping,Shopping,45.34,debit,21219.70000000002,Amazon,UPI,High
f36850d8-b931-4a75-8a40-801dd5cff361,2023-04-10,Shopping,Shopping,55.67,debit,21164.03000000002,Amazon,UPI,High
4141cd54-0f4c-4a2b-a37f-f601b44a4743,2023-04-11,Dining,Dining,55.16,debit,21108.87000000002,Restaurant,Credit Card,High
65aa6e17-0723-457c-a86e-8a65fe958de7,2023-04-12,Transport,Transport,55.13,debit,21053.74000000002,Uber,Debit Card,High
3c0f588b-8b94-4871-aa3e-9efed6ce9573,2023-04-13,Dining,Dining,50.6,debit,21003.14000000002,Restaurant,Credit Card,High
a638e6c3-9a3f-4b86-a288-00048fd3e54c,2023-04-13,Dining,Dining,39.97,debit,20963.17000000002,Restaurant,Credit Card,High
9359fd0a-b363-4436-8de5-027eeaf137b1,2023-04-13,Rent,Rent,2019.71,debit,18943.46000000002,Landlord,Auto Debit,High
41ff9fc3-b13e-4a45-afe5-3e27b86321ec,2023-04-14,Dining,Dining,27.23,debit,18916.23000000002,Restaurant,UPI,High
bfed2eb8-d688-46b5-ba19-a5ed18ad312e,2023-04-16,Groceries,Groceries,36.89,debit,18879.340000000022,SuperMart,Credit Card,High
cbe16e9d-7781-4a0a-b3e6-32ab4f7c8a0f,2023-04-17,Transport,Transport,23.42,debit,18855.920000000024,Uber,Debit Card,High
7258101b-bf91-41ce-8321-f553636e8339,2023-04-17,Groceries,Groceries,109.74,debit,18746.180000000022,SuperMart,UPI,High
e99e549d-0327-4a1e-8038-b689798f3348,2023-04-17,Groceries,Groceries,96.71,debit,18649.470000000023,SuperMart,Credit Card,High
0039a1b4-a9b1-4dec-b8fb-af87a7f74c7a,2023-04-17,Shopping,Shopping,71.17,debit,18578.300000000025,Amazon,Credit Card,High
8b1ef71b-3da0-4812-a344-eea308b3206d,2023-04-17,Dining,Dining,39.47,debit,18538.830000000024,Restaurant,Debit Card,High
2bd3a187-a32e-4dd6-9e81-8d715816d817,2023-04-18,Shopping,Shopping,34.78,debit,18504.050000000025,Amazon,UPI,High
f4505422-bd1a-47da-82f3-cc027fde4b33,2023-04-18,Groceries,Groceries,80.39,debit,18423.660000000025,SuperMart,Credit Card,High
1491ac49-bbc0-40ce-a446-e92c0f10c336,2023-04-18,Insurance,Insurance,302.96,debit,18120.700000000026,Insurance Co.,Auto Debit,High
7d822112-5b13-4972-9161-8f327363b7c1,2023-04-18,Transport,Transport,28.6,debit,18092.100000000028,Uber,Credit Card,High
cda849b2-4f99-4a1a-8637-4493fb9602c4,2023-04-19,Dining,Dining,28.53,debit,18063.57000000003,Restaurant,UPI,High
dd3a2f9d-8a17-4c4b-8311-4cfea00e6a83,2023-04-19,Groceries,Groceries,90.71,debit,17972.86000000003,SuperMart,Debit Card,High
0525459e-9765-4ed5-ae59-82bdfe0722ed,2023-04-19,Groceries,Groceries,110.11,debit,17862.75000000003,SuperMart,UPI,High
0a718afe-d7be-4a08-a0ae-3c804c63af28,2023-04-20,Transport,Transport,38.75,debit,17824.00000000003,Uber,UPI,High
ef1b60d4-2046-433e-a752-a40cd2a78215,2023-04-20,Dining,Dining,69.09,debit,17754.91000000003,Restaurant,Credit Card,High
13e3adfa-7ecd-4e1d-ba18-7d3390147405,2023-04-20,Dining,Dining,67.06,debit,17687.850000000028,Restaurant,Credit Card,High
cf947455-9742-4ee3-9099-005e87eafd7f,2023-04-20,Dining,Dining,66.78,debit,17621.07000000003,Restaurant,Credit Card,High
05312f30-1da0-4c09-b44b-5009dee519d8,2023-04-22,Dining,Dining,57.66,debit,17563.41000000003,Restaurant,Credit Card,High
7beba26e-3f6f-486e-bbfb-8b4ed2220b4a,2023-04-22,Groceries,Groceries,68.89,debit,17494.52000000003,SuperMart,UPI,High
e994c6d6-e304-43d3-ae43-70d2eb03c38a,2023-04-22,Dining,Dining,20.85,debit,17473.67000000003,Restaurant,UPI,High
d896f427-d0b5-4f7c-a98f-27d434be0cf0,2023-04-22,Shopping,Shopping,26.29,debit,17447.38000000003,Amazon,UPI,High
a5769b02-7f78-48fd-9620-dfee93df5491,2023-04-23,Groceries,Groceries,100.86,debit,17346.52000000003,SuperMart,UPI,High
1ec09264-7561-41f9-9280-7de13b28c02a,2023-04-23,Dining,Dining,20.68,debit,17325.84000000003,Restaurant,Debit Card,High
0247c1df-4625-4d8e-9757-fb60329b0af9,2023-04-24,Healthcare,Healthcare,151.48,debit,17174.36000000003,Pharmacy,Auto Debit,High
d3b6de70-27ec-4f92-8671-7e366b1922a3,2023-04-24,Groceries,Groceries,47.69,debit,17126.67000000003,SuperMart,Debit Card,High
c0bd10b0-8397-425a-a64f-cd13e9152227,2023-04-26,Groceries,Groceries,71.73,debit,17054.94000000003,SuperMart,UPI,High
2a4ee231-ab0b-4ee8-97a5-90fb369cbe84,2023-04-26,Shopping,Shopping,57.35,debit,16997.590000000033,Amazon,UPI,High
6619eb27-9b21-4583-8cbd-ca94c0e511f1,2023-04-27,Entertainment,Entertainment,252.46,debit,16745.130000000034,Cinema,Auto Debit,High
545e2f97-8b69-43bc-8706-32e39be5d9f8,2023-04-28,Groceries,Groceries,81.38,debit,16663.750000000033,SuperMart,Credit Card,High
8c754830-41de-4012-bacf-86732c99c197,2023-04-29,Transport,Transport,29.89,debit,16633.860000000033,Uber,Credit Card,High
347b3e33-e20c-43a0-bf67-c9c9ea5690a2,2023-04-29,Shopping,Shopping,13.09,debit,16620.770000000033,Amazon,Credit Card,High
69748f9e-1de1-4bce-aec5-2ef8e454386d,2023-04-29,Transport,Transport,59.23,debit,16561.540000000034,Uber,Credit Card,High
ab2c3ed3-60ec-48c5-bfb6-b872cfeb0582,2023-04-29,Dining,Dining,45.24,debit,16516.300000000032,Restaurant,UPI,High
98c9579b-c44d-4554-a430-8acce98c7898,2023-04-30,Dining,Dining,37.21,debit,16479.090000000033,Restaurant,Debit Card,High
9a5d28b5-d233-44e3-ab19-6dc9bc283bc2,2023-05-01,Shopping,Shopping,73.24,debit,16405.85000000003,Amazon,Credit Card,Moderate
9dc7c654-cba1-4b56-a9a9-3be1e95c958b,2023-05-01,Dining,Dining,44.73,debit,16361.120000000032,Restaurant,Credit Card,Moderate
bbb34695-28a0-499f-aed2-58d167087be9,2023-05-02,Groceries,Groceries,31.3,debit,16329.820000000032,SuperMart,Credit Card,Moderate
23dcf950-1297-4a5c-9c21-8c91e6536651,2023-05-03,Dining,Dining,15.92,debit,16313.900000000032,Restaurant,UPI,Moderate
53641ed3-29b8-40a2-87f6-2c08540f65a1,2023-05-03,Groceries,Groceries,18.41,debit,16295.490000000033,SuperMart,UPI,Moderate
5edb5e02-6845-4752-a1d5-9a95d5e6f5d5,2023-05-04,Transport,Transport,23.01,debit,16272.480000000032,Uber,Debit Card,Moderate
176fc41e-c260-48bc-9318-0130c596919f,2023-05-04,Shopping,Shopping,30.36,debit,16242.120000000032,Amazon,Debit Card,Moderate
7ff98996-66ec-4e41-a8b4-5ed1d86eb397,2023-05-05,Transport,Transport,53.1,debit,16189.020000000031,Uber,Credit Card,Moderate
d1efb49d-2e62-417d-a29a-5a544f60181a,2023-05-05,Transport,Transport,26.38,debit,16162.640000000032,Uber,Debit Card,Moderate
e5571bf0-bc37-4bd8-afc0-24cc9d35fbd1,2023-05-05,Shopping,Shopping,66.72,debit,16095.920000000033,Amazon,Credit Card,Moderate
582408d0-49a2-492e-b6d0-f9bd33ae5957,2023-05-05,Monthly Salary,Income,6000.0,credit,22095.920000000035,Employer Inc.,Bank Transfer,Moderate
5c594d57-69d9-4f58-be82-0d2eac133e1a,2023-05-07,Transport,Transport,25.06,debit,22070.860000000033,Uber,UPI,Moderate
d561dc01-0416-4006-a284-e28c140ebb1f,2023-05-07,Groceries,Groceries,93.43,debit,21977.430000000033,SuperMart,UPI,Moderate
9f5aba83-848e-4079-b911-c7d35f9df92f,2023-05-08,Transport,Transport,31.32,debit,21946.110000000033,Uber,UPI,Moderate
05c33d14-836e-4bfc-8cb2-721a004d539d,2023-05-08,Shopping,Shopping,12.65,debit,21933.460000000032,Amazon,Credit Card,Moderate
ed230de3-544d-444f-aebb-2378e9733552,2023-05-09,Shopping,Shopping,43.08,debit,21890.38000000003,Amazon,Credit Card,Moderate
23f665ab-3c6a-46c9-ad8d-c33685b1fac5,2023-05-09,Groceries,Groceries,119.38,debit,21771.00000000003,SuperMart,Credit Card,Moderate
991ab8d0-cd2b-416e-900d-6b9569f15908,2023-05-09,Dining,Dining,20.33,debit,21750.670000000027,Restaurant,Credit Card,Moderate
26ae5b18-d2cc-4e00-90f8-50fc8fceaede,2023-05-10,Freelance Project,Side Income,1017.0,credit,22767.670000000027,Client Payment,Bank Transfer,Moderate
ba1da919-b9a6-4048-9e1d-3df5ce66ac6a,2023-05-10,Transport,Transport,16.94,debit,22750.73000000003,Uber,Debit Card,Moderate
6caf3c83-98d1-4bf5-b3b6-4f1e8bf88777,2023-05-10,Insurance,Insurance,303.95,debit,22446.780000000028,Insurance Co.,Auto Debit,Moderate
1963f2d8-1247-407c-ad08-7b26b9ae3dab,2023-05-11,Groceries,Groceries,116.34,debit,22330.440000000028,SuperMart,Credit Card,Moderate
2f3f28c3-2963-495c-b102-14f65c7eaa50,2023-05-11,Groceries,Groceries,39.96,debit,22290.48000000003,SuperMart,Credit Card,Moderate
cd8c08be-7dc3-4d6a-80c3-673cda2bb4ee,2023-05-12,Healthcare,Healthcare,151.97,debit,22138.510000000028,Pharmacy,Auto Debit,Moderate
42a1c818-e929-4351-9015-fdbb7d2ea2f8,2023-05-14,Dining,Dining,52.4,debit,22086.110000000026,Restaurant,UPI,Moderate
be663e6f-bc49-4ebc-a2e7-029e1a80ea7e,2023-05-14,Groceries,Groceries,44.11,debit,22042.000000000025,SuperMart,Debit Card,Moderate
e84a4293-a272-48d4-8b34-c1315fa8fab8,2023-05-17,Groceries,Groceries,73.86,debit,21968.140000000025,SuperMart,Debit Card,Moderate
664d2065-4d22-4445-b304-8dca78d1edc7,2023-05-18,Dining,Dining,67.03,debit,21901.110000000026,Restaurant,UPI,Moderate
39fb3b3e-54bd-4d54-9f2f-c81d9f62bc59,2023-05-18,Dining,Dining,70.32,debit,21830.790000000026,Restaurant,Credit Card,Moderate
49590994-33cd-431f-8759-ce3faeafb581,2023-05-19,Dining,Dining,41.58,debit,21789.210000000025,Restaurant,UPI,Moderate
c5d0922e-aa89-4e06-9a36-7d64a1bfbdfd,2023-05-20,Rent,Rent,2026.32,debit,19762.890000000025,Landlord,Auto Debit,Moderate
71029516-5313-441b-ab59-07c35b939d81,2023-05-20,Shopping,Shopping,45.63,debit,19717.260000000024,Amazon,UPI,Moderate
f6665d3c-8801-43f5-8001-9ae29a6b5b55,2023-05-21,Utilities,Utilities,253.29,debit,19463.970000000023,City Utilities,Auto Debit,Moderate
560eeb2f-a547-4e8c-8549-efe717fea3e6,2023-05-22,Groceries,Groceries,46.9,debit,19417.07000000002,SuperMart,UPI,Moderate
efab1ad2-c16f-4dff-9c46-583cdc4bdd2a,2023-05-24,Dining,Dining,43.92,debit,19373.150000000023,Restaurant,Debit Card,Moderate
b0e95466-bb77-40a3-bc46-3abc8864fa25,2023-05-24,Shopping,Shopping,34.02,debit,19339.130000000023,Amazon,Debit Card,Moderate
9de63d6c-8f8b-4f70-996f-affc1b22f75e,2023-05-25,Transport,Transport,41.06,debit,19298.07000000002,Uber,UPI,Moderate
32133f4e-8818-430c-86a0-cbd0ab9cc473,2023-05-26,Shopping,Shopping,59.88,debit,19238.19000000002,Amazon,Credit Card,Moderate
2f2edb75-71b7-4e1d-bd93-b524edcfb892,2023-05-26,EMI,EMI,810.53,debit,18427.66000000002,Bank Loan,Auto Debit,Moderate
c5e7960d-1d66-4b61-a702-711a3bc4acbb,2023-05-26,Shopping,Shopping,36.69,debit,18390.970000000023,Amazon,Debit Card,Moderate
080c7a64-257f-4798-be16-fc078aadcd67,2023-05-26,Shopping,Shopping,16.68,debit,18374.290000000023,Amazon,UPI,Moderate
cde7c387-c4b1-4cd7-b503-b9ce7470cfa1,2023-05-26,Shopping,Shopping,12.55,debit,18361.740000000023,Amazon,Credit Card,Moderate
2af9a036-55fc-40d7-8ac1-1d28296271f7,2023-05-26,Shopping,Shopping,48.56,debit,18313.180000000022,Amazon,UPI,Moderate
26740c2b-99d8-4590-9ffd-f3bc9ebf21c1,2023-05-27,Subscriptions,Subscriptions,60.79,debit,18252.39000000002,Streaming Service,Auto Debit,Moderate
efc122e4-2b16-4d5d-990b-92b51056d422,2023-05-27,Shopping,Shopping,68.45,debit,18183.94000000002,Amazon,Debit Card,Moderate
d6ead60d-0182-48f7-8190-6202095959d7,2023-05-27,Dining,Dining,18.53,debit,18165.41000000002,Restaurant,Debit Card,Moderate
9ba3ca65-754e-42ff-bb47-eb53d3efbf84,2023-05-28,Shopping,Shopping,56.18,debit,18109.23000000002,Amazon,Credit Card,Moderate
e8d5e4fe-2c76-4dbf-9276-080b07d8f7ca,2023-05-28,Groceries,Groceries,71.68,debit,18037.55000000002,SuperMart,Debit Card,Moderate
06b225fc-8bba-4a52-afd6-48c19a0e3eac,2023-05-28,Shopping,Shopping,12.17,debit,18025.380000000023,Amazon,Debit Card,Moderate
ad26c017-6f13-43e7-80c4-05cedd8994dc,2023-05-28,Shopping,Shopping,51.98,debit,17973.400000000023,Amazon,Credit Card,Moderate
69a816dc-f097-42cb-a5f9-0988b89424b7,2023-05-28,Shopping,Shopping,51.09,debit,17922.310000000023,Amazon,UPI,Moderate
7ef78e97-6eee-4841-b18a-892034d4b843,2023-05-28,Shopping,Shopping,46.33,debit,17875.98000000002,Amazon,Debit Card,Moderate
e499c39e-0a73-46e1-af67-e726e1204734,2023-05-29,Transport,Transport,46.01,debit,17829.970000000023,Uber,Credit Card,Moderate
245b3fbc-9065-4780-86e2-0758323d9c39,2023-05-29,Transport,Transport,38.08,debit,17791.89000000002,Uber,Debit Card,Moderate
435ae824-4dbb-497a-84ee-67c931ed3699,2023-05-29,Dining,Dining,47.47,debit,17744.42000000002,Restaurant,Credit Card,Moderate
ed2f2c64-b0ed-4f2a-95eb-6d32bd780b37,2023-05-29,Entertainment,Entertainment,253.29,debit,17491.13000000002,Cinema,Auto Debit,Moderate
a0a3bce8-900e-478b-a2b6-1a99fc09a461,2023-05-29,Shopping,Shopping,66.54,debit,17424.59000000002,Amazon,Debit Card,Moderate
0e038f1d-1598-4555-a200-76f40994d28f,2023-06-02,Dining,Dining,16.91,debit,17407.68000000002,Restaurant,UPI,High
c99310b1-0b15-4d26-8443-2f428372913c,2023-06-02,Shopping,Shopping,59.67,debit,17348.01000000002,Amazon,Credit Card,High
72f03a85-4a01-4d7b-808e-4c5c082e5630,2023-06-03,Shopping,Shopping,71.07,debit,17276.94000000002,Amazon,Debit Card,High
824b8a7b-3f84-4c8d-a946-507ee6cddf09,2023-06-03,Dining,Dining,63.76,debit,17213.180000000022,Restaurant,UPI,High
798f7688-62c9-43ae-bc44-c4f87013adcb,2023-06-04,Groceries,Groceries,117.94,debit,17095.240000000023,SuperMart,Debit Card,High
3a50aed6-dc44-4d33-85e2-228358e8f5fd,2023-06-04,Groceries,Groceries,20.65,debit,17074.590000000022,SuperMart,UPI,High
3aa7b4cc-ab74-49af-9d2f-b01f1293b92a,2023-06-05,Monthly Salary,Income,6000.0,credit,23074.590000000022,Employer Inc.,Bank Transfer,High
77980a53-80e7-4be7-aece-cdb81ff1063c,2023-06-05,Shopping,Shopping,72.55,debit,23002.040000000023,Amazon,Credit Card,High
fc735ed8-9032-4a42-b5b3-2433e73412e0,2023-06-06,Shopping,Shopping,58.52,debit,22943.520000000022,Amazon,UPI,High
ee0e9080-0760-4b7e-b018-33d58a0bf055,2023-06-06,Groceries,Groceries,46.76,debit,22896.760000000024,SuperMart,UPI,High
23026905-c3e4-45da-a075-730473f442d1,2023-06-07,Shopping,Shopping,81.99,debit,22814.770000000022,Amazon,UPI,High
5ceeb1fc-60b5-4d00-b7b7-812a5e9e9a0c,2023-06-07,Transport,Transport,30.66,debit,22784.110000000022,Uber,Debit Card,High
49457bb9-bc28-49c4-8dc7-11f1175c1d79,2023-06-07,Transport,Transport,37.11,debit,22747.000000000022,Uber,Debit Card,High
fb589d73-a071-48a1-9071-57c741a5c88d,2023-06-07,Dining,Dining,27.66,debit,22719.340000000022,Restaurant,Debit Card,High
57ded4a7-3397-48da-8a3c-a432233aa42d,2023-06-08,Shopping,Shopping,57.72,debit,22661.62000000002,Amazon,Credit Card,High
8314b1a0-2f0d-4b41-9ab6-bc413355504d,2023-06-08,Rent,Rent,2217.41,debit,20444.21000000002,Landlord,Auto Debit,High
efebc3a0-87b0-44f8-8c16-931c6c84a3b9,2023-06-08,Groceries,Groceries,21.58,debit,20422.63000000002,SuperMart,Credit Card,High
197da22e-b62e-49d1-a5ba-d91a3f3465d1,2023-06-09,Groceries,Groceries,83.38,debit,20339.25000000002,SuperMart,Credit Card,High
d5a083d6-24bc-4536-b99a-101148e86a58,2023-06-09,Groceries,Groceries,69.58,debit,20269.670000000016,SuperMart,Credit Card,High
5d00a583-f80e-433e-9498-ebcbf48dbe62,2023-06-10,Transport,Transport,43.96,debit,20225.710000000017,Uber,Debit Card,High
243d0fe7-b59c-4865-b8cd-528af49b3e86,2023-06-10,Transport,Transport,12.5,debit,20213.210000000017,Uber,Debit Card,High
6793a2ab-e64f-4ee6-803c-293d252ee6fa,2023-06-11,Transport,Transport,48.8,debit,20164.410000000018,Uber,Debit Card,High
3d1abbd6-c1fc-4096-b5b8-cc98725c9a1b,2023-06-11,Groceries,Groceries,53.84,debit,20110.570000000018,SuperMart,Credit Card,High
a17cdc8a-d6a8-4a88-97c7-ff3d58bd33bb,2023-06-11,Shopping,Shopping,19.8,debit,20090.77000000002,Amazon,Credit Card,High
5ef90599-2a97-4942-850b-402615699402,2023-06-11,Transport,Transport,57.22,debit,20033.550000000017,Uber,Debit Card,High
b572e7ff-b65a-4582-bca5-72e3238d8ab6,2023-06-12,Groceries,Groceries,108.56,debit,19924.990000000016,SuperMart,UPI,High
d947ddf9-c853-4c47-803e-8d73fa7986f6,2023-06-12,Dining,Dining,42.08,debit,19882.910000000014,Restaurant,Debit Card,High
693db6af-0572-4740-ad5e-552d03587212,2023-06-13,Dining,Dining,42.57,debit,19840.340000000015,Restaurant,UPI,High
33894b37-e245-4b05-9bf2-ded557ed4889,2023-06-13,Groceries,Groceries,82.12,debit,19758.220000000016,SuperMart,Debit Card,High
acce9f04-4f65-4552-87f9-5a82ef9e63d1,2023-06-14,Dining,Dining,23.47,debit,19734.750000000015,Restaurant,Credit Card,High
6f2e32db-fbc2-423b-879e-efee98188775,2023-06-14,Groceries,Groceries,13.44,debit,19721.310000000016,SuperMart,Debit Card,High
1225e3dc-462b-4942-a1d7-0025d9c8a5fa,2023-06-14,Dining,Dining,14.28,debit,19707.030000000017,Restaurant,UPI,High
2ef7d5fd-2908-41b8-a1dd-2596f8ca18c4,2023-06-14,Insurance,Insurance,337.45,debit,19369.580000000016,Insurance Co.,Auto Debit,High
d6bf7ff6-7b43-4cc3-b386-ccb221eaa28e,2023-06-15,Transport,Transport,46.32,debit,19323.260000000017,Uber,Debit Card,High
8d0c765c-09e7-42b6-9541-e4bdd8ce3bdf,2023-06-15,Healthcare,Healthcare,165.0,debit,19158.260000000017,Pharmacy,Auto Debit,High
0a0c4e7c-5b07-4d8d-a9c6-b9023f6a8628,2023-06-16,Shopping,Shopping,76.12,debit,19082.140000000018,Amazon,UPI,High
b6e02fb7-fa40-4dcf-82be-c0efa63de79d,2023-06-16,Shopping,Shopping,25.76,debit,19056.38000000002,Amazon,UPI,High
b70ade84-5e8f-4ce9-9afd-6a1baa37e07d,2023-06-17,Groceries,Groceries,142.46,debit,18913.92000000002,SuperMart,Debit Card,High
d35e2113-6257-49b4-8b33-4c007ebfb871,2023-06-17,Transport,Transport,12.25,debit,18901.67000000002,Uber,Debit Card,High
f7a66cd2-6b46-4127-8979-af59678f3425,2023-06-17,Shopping,Shopping,61.63,debit,18840.04000000002,Amazon,UPI,High
126add1f-361f-46b2-8870-d2a4431f5f79,2023-06-17,Dining,Dining,78.82,debit,18761.22000000002,Restaurant,UPI,High
a33cf5de-ea89-4ac7-ba74-843422b3b5b9,2023-06-17,Dining,Dining,77.39,debit,18683.83000000002,Restaurant,Credit Card,High
7ba56d39-d74f-44ce-8dd2-f5e542646abc,2023-06-18,Transport,Transport,45.02,debit,18638.81000000002,Uber,Credit Card,High
b6f53050-ec93-4fe4-b1bf-fcbeeb7c0e97,2023-06-18,Transport,Transport,15.39,debit,18623.42000000002,Uber,Credit Card,High
c8914c1a-d9d8-4d92-9bb1-4d3f37b67dfa,2023-06-20,Dining,Dining,51.68,debit,18571.74000000002,Restaurant,Debit Card,High
21b1d4c9-c3b2-46fc-9540-fc0f5702c745,2023-06-20,Transport,Transport,31.97,debit,18539.77000000002,Uber,UPI,High
2cf8d63e-26de-4a49-b96d-ed1b0358b5d3,2023-06-20,Transport,Transport,37.74,debit,18502.030000000017,Uber,UPI,High
56911f73-bb51-40a4-953d-8d3b0efca21a,2023-06-21,Shopping,Shopping,53.72,debit,18448.310000000016,Amazon,UPI,High
4ea8060f-8235-4ef1-a40e-ad72decd112a,2023-06-21,EMI,EMI,929.25,debit,17519.060000000016,Bank Loan,Auto Debit,High
e9b6ed8d-caf2-4388-b45a-c454edf0dd75,2023-06-22,Entertainment,Entertainment,273.04,debit,17246.020000000015,Cinema,Auto Debit,High
4f6fc4dc-be5a-40df-a7de-993307925af8,2023-06-22,Shopping,Shopping,72.57,debit,17173.450000000015,Amazon,Debit Card,High
87a1b947-4f62-40f5-80b8-33b77d08c05a,2023-06-22,Transport,Transport,36.11,debit,17137.340000000015,Uber,Debit Card,High
6afe1c93-45dc-45ff-afb6-0de5eb49af8e,2023-06-22,Groceries,Groceries,80.08,debit,17057.260000000013,SuperMart,UPI,High
10b91552-466a-4f7f-aa5b-51c65f1486e1,2023-06-22,Transport,Transport,19.55,debit,17037.710000000014,Uber,UPI,High
ab8d22f7-a69b-4632-92ce-a44796f7c201,2023-06-22,Transport,Transport,57.17,debit,16980.540000000015,Uber,Debit Card,High
00f64a1e-1d9b-4ba2-8b3e-462b2e41552c,2023-06-22,Groceries,Groceries,17.02,debit,16963.520000000015,SuperMart,Credit Card,High
bbbef4df-f3bd-4f7c-9e46-f41bb5911590,2023-06-22,Dining,Dining,21.68,debit,16941.840000000015,Restaurant,Credit Card,High
49bcaab6-728b-4f88-aba3-375f7c0788c2,2023-06-22,Dining,Dining,58.39,debit,16883.450000000015,Restaurant,Credit Card,High
ca690c7f-8f3d-4c7a-9de2-143a12d126e9,2023-06-22,Dining,Dining,57.0,debit,16826.450000000015,Restaurant,UPI,High
7c3107e0-1a61-499d-8d2f-388b71be9cba,2023-06-23,Transport,Transport,36.14,debit,16790.310000000016,Uber,Debit Card,High
3e2074a5-a5f4-4839-9d09-354bd6542a8c,2023-06-24,Utilities,Utilities,303.52,debit,16486.790000000015,City Utilities,Auto Debit,High
2299cb73-85d1-46de-a600-6de7604bfdc4,2023-06-24,Transport,Transport,12.54,debit,16474.250000000015,Uber,Debit Card,High
7a2bce9c-0c41-4613-80c9-802b3fe3b139,2023-06-24,Dining,Dining,48.05,debit,16426.200000000015,Restaurant,UPI,High
03285025-a99b-424b-9007-e4f8786a1ec4,2023-06-25,Groceries,Groceries,96.52,debit,16329.680000000015,SuperMart,Debit Card,High
febd2199-adbd-4865-940b-0e067f6b27db,2023-06-26,Transport,Transport,44.51,debit,16285.170000000015,Uber,UPI,High
ee8ccece-4357-48e7-bfd9-9bacdd55bc22,2023-06-26,Dining,Dining,60.7,debit,16224.470000000014,Restaurant,Debit Card,High
a402845b-69f7-47a4-a417-edd7fa05f08f,2023-06-27,Shopping,Shopping,71.85,debit,16152.620000000014,Amazon,Credit Card,High
600bee78-fa24-42f6-914e-89d7dd9becd9,2023-06-28,Shopping,Shopping,30.89,debit,16121.730000000014,Amazon,Credit Card,High
65446ed0-c6f0-497e-9b1a-4612aab3a17f,2023-06-28,Performance Bonus,Income,1992.0,credit,18113.730000000014,Employer Inc.,Bank Transfer,High
35688f4d-1319-457e-9cbb-3bd64e4482ed,2023-06-29,Transport,Transport,33.92,debit,18079.810000000016,Uber,Credit Card,High
52386286-142a-4649-a336-10673ba4d97c,2023-06-29,Subscriptions,Subscriptions,64.39,debit,18015.420000000016,Streaming Service,Auto Debit,High
9d613bc3-c171-41f4-9426-a921348765c4,2023-06-30,Dining,Dining,13.51,debit,18001.910000000018,Restaurant,Debit Card,High
a9d2b1d4-327c-4b33-bc99-181db23e4705,2023-07-01,Groceries,Groceries,101.7,debit,17900.210000000017,SuperMart,Credit Card,High
33dbdc9c-9295-4a85-a59f-2f9dc27f0fd6,2023-07-01,Healthcare,Healthcare,174.8,debit,17725.410000000018,Pharmacy,Auto Debit,High
f2d43abc-693d-4b73-8f26-d96547059765,2023-07-01,Shopping,Shopping,21.19,debit,17704.22000000002,Amazon,UPI,High
43ba6afd-fa86-4e32-a0eb-489e1568cb59,2023-07-02,Utilities,Utilities,298.55,debit,17405.67000000002,City Utilities,Auto Debit,High
767c6d1d-5e58-4d86-97da-5650962dd378,2023-07-03,Shopping,Shopping,48.7,debit,17356.97000000002,Amazon,Debit Card,High
a48f01e4-85ba-4ab6-94dc-d452c522aa8e,2023-07-03,Transport,Transport,47.25,debit,17309.72000000002,Uber,Credit Card,High
e9165abf-1d16-4265-9b0a-4d303dc6c48e,2023-07-05,Entertainment,Entertainment,288.87,debit,17020.85000000002,Cinema,Auto Debit,High
